Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Клаудиньо;Зенит;251;77;П ЛЦ;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;4.00;1.00;0.52;76.00;88 %;1.00;0 %;3.00;0 %;14.00;86 %;1.00;100 %;-;-;5.00;80 %;5.00;60 %;9.00;-;3.00;2.00;2.00;5.00;13.00;54 %;3.00;67 %;10.00;50 %;1.00;100 %;6.00;50 %;3.00;33 %;2.00;50 %;2.00;7.00;1;1.00;1.00;-;110.00;89.00;81 %;25 %;3.00;-;-;0.47;0.13;-;0.00;1.40;0.84;0.56;-;-;67.00;-;-;12.00;1.00;-;4.00;3.00;7.00;2.00;5.00;1.00;3.00;1.00;1.00
Хорхе Карраскаль;Динамо Москва;209;76;П П;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;1.00;-;0.09;44.00;82 %;1.00;0 %;2.00;0 %;9.00;78 %;5.00;80 %;-;-;4.00;75 %;7.00;43 %;8.00;1.00;-;5.00;1.00;3.00;14.00;36 %;6.00;33 %;8.00;38 %;-;-;7.00;43 %;5.00;20 %;5.00;20 %;4.00;4.00;1;1.00;1.00;-;70.00;52.00;74 %;0 %;-;1.00;-;0.47;0.09;-;0.00;1.44;1.18;0.26;-;-;36.00;-;-;7.00;4.00;-;3.00;3.00;5.00;2.00;3.00;-;3.00;1.00;1.00
Константин Тюкавин;Динамо Москва;191;76;Ф ПЦ;-;-;4.00;-;0 %;-;1.00;-;-;-;-;-;-;3.00;2.00;0.50;6.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;5.00;1.00;1.00;-;-;-;5.00;40 %;-;-;5.00;40 %;1.00;100 %;-;-;-;-;-;-;-;3.00;1;1.00;1.00;-;18.00;13.00;72 %;67 %;1.00;-;-;0.26;0.17;-;0.00;1.44;1.18;0.26;-;-;6.00;-;-;1.00;-;-;1.00;-;2.00;-;2.00;1.00;-;-;-
Брайан Эзекуэль Мансилья;Оренбург;203;75;АП Л;-;-;1.00;-;0 %;1.00;-;2.00;-;-;-;-;-;2.00;1.00;0.18;22.00;55 %;1.00;100 %;7.00;0 %;3.00;33 %;2.00;50 %;-;-;3.00;33 %;5.00;0 %;8.00;1.00;-;2.00;2.00;2.00;23.00;30 %;5.00;20 %;18.00;33 %;1.00;100 %;11.00;27 %;8.00;38 %;4.00;25 %;4.00;2.00;1;1.00;1.00;-;55.00;28.00;51 %;50 %;-;1.00;-;0.44;0.09;-;0.00;1.25;2.4;-0.79;-;-;12.00;1.00;-;1.00;1.00;-;1.00;-;7.00;1.00;6.00;1.00;3.00;3.00;1.00
Матиас Дамиан Перес;Оренбург;219;75;ЗП Ц;1.00;-;1.00;1.00;100 %;-;1.00;-;-;1.00;-;-;-;1.00;1.00;0.44;21.00;81 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;4.00;-;-;16.00;44 %;13.00;46 %;3.00;33 %;6.00;33 %;-;-;-;-;8.00;50 %;5.00;4.00;1;1.00;1.00;-;47.00;34.00;72 %;100 %;-;-;-;-;0.44;0.44;2.27;1.25;2.4;-0.79;0.03;0.01;17.00;-;-;2.00;-;-;-;-;7.00;6.00;1.00;2.00;-;-;4.00
Никита Бурмистров;Сочи;205;73;АП ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;-;-;-;33.00;85 %;1.00;100 %;3.00;67 %;4.00;75 %;1.00;100 %;-;-;4.00;75 %;6.00;67 %;5.00;2.00;-;2.00;-;3.00;8.00;38 %;2.00;0 %;6.00;50 %;-;-;1.00;100 %;1.00;100 %;1.00;0 %;6.00;6.00;1;1.00;1.00;-;56.00;46.00;82 %;-;-;-;-;0.16;-;-;-;0.52;0.53;-0.01;-;-;28.00;1.00;2.00;3.00;1.00;-;3.00;4.00;3.00;-;3.00;-;1.00;1.00;-
Никита Кривцов;ФК Краснодар;212;73;П ПЦ;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;1.00;1.00;0.01;42.00;71 %;3.00;33 %;1.00;100 %;11.00;55 %;1.00;100 %;-;-;4.00;50 %;6.00;50 %;7.00;2.00;1.00;2.00;1.00;2.00;10.00;40 %;3.00;0 %;7.00;57 %;2.00;50 %;3.00;67 %;3.00;67 %;1.00;0 %;2.00;5.00;1;1.00;1.00;-;63.00;44.00;70 %;100 %;-;-;-;0.06;0.01;-;0.00;0.19;0.16;0.03;-;-;30.00;1.00;1.00;6.00;1.00;-;2.00;3.00;4.00;-;4.00;1.00;2.00;2.00;-
Евгений Марков;Факел Воронеж;167;73;Ф Ц;-;-;1.00;-;0 %;-;2.00;1.00;-;-;-;-;1.00;2.00;-;0.26;9.00;67 %;-;-;-;-;2.00;50 %;1.00;0 %;-;-;1.00;0 %;-;-;11.00;-;-;-;-;-;27.00;19 %;7.00;29 %;20.00;15 %;12.00;8 %;2.00;50 %;1.00;0 %;2.00;0 %;1.00;3.00;1;1.00;1.00;-;42.00;15.00;36 %;0 %;-;2.00;-;-;0.13;-;0.00;0.64;0.91;-0.27;0.05;0.05;6.00;-;-;1.00;-;-;-;-;5.00;2.00;3.00;1.00;1.00;-;-
Кристиян Бистрович;Балтика;231;72;П ПЦ;-;-;1.00;1.00;100 %;2.00;-;-;-;-;-;-;-;1.00;1.00;0.03;25.00;80 %;2.00;50 %;-;-;4.00;75 %;-;-;-;-;4.00;100 %;4.00;75 %;-;-;1.00;2.00;1.00;1.00;4.00;50 %;4.00;50 %;-;-;-;-;-;-;-;-;2.00;50 %;2.00;4.00;1;1.00;1.00;-;39.00;31.00;79 %;100 %;-;-;-;0.12;0.03;-;0.00;0.53;1.97;-1.44;-;-;20.00;1.00;-;3.00;-;-;4.00;3.00;2.00;2.00;-;-;-;-;1.00
Анхело Хосе Энрикес Итурра;Балтика;180;72;Ф ПЦ;-;-;1.00;-;0 %;-;-;2.00;-;-;-;-;-;-;-;-;12.00;58 %;-;-;1.00;0 %;2.00;50 %;-;-;-;-;1.00;100 %;-;-;7.00;1.00;3.00;-;-;-;14.00;14 %;3.00;0 %;11.00;18 %;6.00;33 %;2.00;0 %;1.00;0 %;1.00;0 %;1.00;3.00;1;1.00;1.00;-;33.00;13.00;39 %;-;-;-;-;-;-;-;-;0.53;1.97;-1.44;-;-;7.00;-;-;1.00;-;-;1.00;-;2.00;-;2.00;2.00;-;-;-
Никита Салтыков;Крылья Советов;249;72;АП ЛЦ;1.00;-;1.00;1.00;100 %;-;-;-;-;-;-;-;-;1.00;1.00;0.29;17.00;82 %;-;-;1.00;0 %;1.00;100 %;-;-;-;-;1.00;100 %;-;-;9.00;-;1.00;2.00;2.00;3.00;20.00;25 %;5.00;20 %;15.00;27 %;-;-;5.00;40 %;1.00;0 %;3.00;33 %;1.00;2.00;1;1.00;1.00;-;45.00;26.00;58 %;100 %;-;-;-;0.04;0.29;0.29;3.45;0.53;0.52;0.01;-;-;14.00;-;-;1.00;-;-;1.00;-;5.00;1.00;4.00;-;2.00;-;1.00
Александр Трошечкин;Пари Нижний Новгород;192;71;П ЛЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;18.00;83 %;-;-;-;-;6.00;83 %;-;-;-;-;2.00;50 %;1.00;100 %;2.00;-;1.00;-;-;1.00;14.00;21 %;3.00;33 %;11.00;18 %;4.00;50 %;1.00;0 %;1.00;0 %;-;-;1.00;4.00;1;1.00;1.00;-;39.00;24.00;62 %;-;-;-;-;0.50;-;-;-;2.4;0.81;1.23;-;-;15.00;-;-;5.00;-;-;1.00;1.00;3.00;1.00;2.00;2.00;-;-;-
Евгений Чернов;Ростов;249;70;ЗЛ;-;-;-;-;-;1.00;1.00;1.00;1.00;1.00;-;-;-;-;-;-;36.00;81 %;1.00;100 %;2.00;100 %;4.00;100 %;1.00;100 %;-;-;-;-;5.00;100 %;2.00;1.00;-;3.00;-;1.00;9.00;78 %;5.00;80 %;4.00;75 %;3.00;67 %;2.00;50 %;-;-;3.00;100 %;6.00;3.00;1;1.00;1.00;-;55.00;46.00;84 %;-;-;-;-;0.30;-;-;-;1.68;1.85;-0.17;0.28;0.28;29.00;1.00;2.00;4.00;1.00;-;-;5.00;7.00;4.00;3.00;2.00;1.00;-;3.00
Егор Голенков;Ростов;267;70;Ф Ц;2.00;-;4.00;2.00;50 %;-;2.00;1.00;-;1.00;-;-;-;3.00;2.00;0.77;16.00;88 %;-;-;-;-;3.00;67 %;-;-;-;-;1.00;100 %;1.00;0 %;13.00;4.00;4.00;-;-;-;22.00;41 %;3.00;0 %;19.00;47 %;7.00;57 %;2.00;100 %;-;-;-;-;2.00;3.00;1;1.00;1.00;-;50.00;30.00;60 %;67 %;1.00;-;-;-;0.26;0.39;2.60;1.68;1.85;-0.17;0.11;0.11;14.00;-;-;2.00;-;-;1.00;-;9.00;-;9.00;4.00;2.00;-;-
Артём Карпукас;Локомотив Москва;263;70;ЗП ПЦ;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;35.00;94 %;1.00;100 %;-;-;2.00;100 %;-;-;-;-;1.00;100 %;-;-;3.00;1.00;-;1.00;1.00;2.00;10.00;60 %;5.00;60 %;5.00;60 %;2.00;100 %;-;-;-;-;3.00;33 %;5.00;4.00;1;1.00;1.00;-;56.00;50.00;89 %;-;-;-;-;0.44;-;-;-;0.82;1.33;-0.51;0.04;0.04;33.00;1.00;-;2.00;-;-;1.00;-;6.00;3.00;3.00;2.00;-;-;1.00
Мохамед Конате;ФК Ахмат;211;69;Ф Ц;-;-;3.00;-;0 %;1.00;-;-;-;-;-;-;1.00;6.00;2.00;1.11;17.00;71 %;1.00;0 %;-;-;7.00;57 %;-;-;-;-;4.00;50 %;1.00;0 %;10.00;1.00;1.00;-;-;1.00;18.00;56 %;2.00;50 %;16.00;56 %;8.00;63 %;1.00;100 %;-;-;-;-;1.00;2.00;1;1.00;1.00;-;47.00;29.00;62 %;33 %;2.00;2.00;-;0.52;0.19;-;0.00;1.95;0.51;1.44;-;-;12.00;-;-;4.00;-;-;2.00;-;10.00;1.00;9.00;5.00;1.00;-;-
Камило Рейерс Де Оливера;ФК Ахмат;215;69;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;32.00;69 %;1.00;0 %;1.00;0 %;6.00;33 %;1.00;0 %;-;-;4.00;25 %;3.00;33 %;4.00;-;-;2.00;1.00;1.00;13.00;77 %;10.00;70 %;3.00;100 %;3.00;100 %;-;-;-;-;6.00;67 %;4.00;5.00;1;1.00;1.00;-;55.00;42.00;76 %;-;-;-;-;-;-;-;-;1.95;0.51;1.44;-;-;22.00;-;-;2.00;-;-;1.00;1.00;10.00;7.00;3.00;3.00;-;-;4.00
Тео Бонгонда;Спартак Москва;279;68;АП П;1.00;-;2.00;1.00;50 %;2.00;-;1.00;-;-;-;-;1.00;4.00;3.00;0.40;32.00;84 %;1.00;100 %;3.00;67 %;6.00;67 %;1.00;100 %;-;-;2.00;50 %;3.00;100 %;6.00;-;-;1.00;1.00;7.00;8.00;38 %;1.00;0 %;7.00;43 %;1.00;0 %;5.00;60 %;2.00;50 %;-;-;-;4.00;1;1.00;1.00;-;55.00;44.00;80 %;75 %;1.00;-;-;0.45;0.10;0.40;2.50;1.6;1.18;-0.12;-;-;27.00;1.00;2.00;4.00;1.00;-;1.00;3.00;3.00;-;3.00;-;3.00;1.00;-
Виктор Мозес;Спартак Москва;243;68;П ЛЦ;-;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;44.00;93 %;-;-;1.00;100 %;7.00;86 %;-;-;-;-;3.00;67 %;2.00;100 %;4.00;-;-;3.00;2.00;3.00;8.00;63 %;1.00;100 %;7.00;57 %;-;-;6.00;67 %;1.00;0 %;1.00;100 %;1.00;5.00;1;1.00;1.00;-;61.00;55.00;90 %;-;-;-;-;0.21;-;-;-;1.6;1.18;-0.12;-;-;41.00;-;1.00;6.00;-;-;2.00;2.00;5.00;1.00;4.00;-;4.00;-;1.00
Умарали Рахмоналиев;Рубин Казань;191;68;ЗП ПЦ;-;-;-;-;-;1.00;4.00;-;-;-;1.00;-;-;1.00;1.00;0.02;22.00;73 %;1.00;100 %;1.00;0 %;3.00;67 %;-;-;-;-;4.00;50 %;2.00;50 %;6.00;2.00;1.00;2.00;-;1.00;15.00;40 %;9.00;33 %;6.00;50 %;3.00;0 %;2.00;50 %;1.00;100 %;5.00;40 %;3.00;3.00;1;1.00;1.00;-;46.00;30.00;65 %;100 %;-;-;-;0.52;0.02;-;0.00;0.91;0.64;0.27;0.01;0.01;16.00;1.00;-;2.00;-;-;2.00;1.00;6.00;3.00;3.00;-;1.00;1.00;2.00
Вячеслав Якимов;Факел Воронеж;185;68;ЗП ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;1.00;-;-;-;-;-;33.00;85 %;1.00;0 %;-;-;8.00;63 %;1.00;100 %;-;-;7.00;71 %;-;-;7.00;-;-;3.00;-;1.00;16.00;50 %;8.00;50 %;8.00;50 %;7.00;57 %;1.00;100 %;-;-;3.00;33 %;-;7.00;1;1.00;1.00;-;57.00;44.00;77 %;-;-;-;-;0.07;-;-;-;0.64;0.91;-0.27;0.02;0.02;28.00;-;-;5.00;1.00;-;5.00;-;8.00;4.00;4.00;4.00;1.00;-;1.00
Вильсон Изидор;Зенит;194;67;Ф ПЦ;-;-;1.00;-;0 %;1.00;-;2.00;-;-;-;-;-;1.00;-;0.04;10.00;70 %;2.00;50 %;3.00;67 %;1.00;0 %;1.00;100 %;-;-;1.00;0 %;2.00;100 %;7.00;1.00;-;2.00;2.00;1.00;14.00;36 %;5.00;40 %;9.00;33 %;6.00;33 %;1.00;100 %;-;-;3.00;67 %;1.00;-;1;1.00;1.00;-;27.00;14.00;52 %;0 %;1.00;-;-;0.51;0.04;-;0.00;1.33;0.82;0.51;0.10;0.10;7.00;1.00;2.00;-;1.00;-;-;2.00;5.00;2.00;3.00;2.00;1.00;-;2.00
Мендес;ЦСКА Москва;187;67;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;40.00;98 %;-;-;1.00;0 %;9.00;100 %;2.00;100 %;-;-;6.00;100 %;2.00;50 %;-;-;-;4.00;2.00;-;3.00;67 %;1.00;0 %;2.00;100 %;-;-;1.00;100 %;1.00;100 %;1.00;0 %;1.00;7.00;1;1.00;1.00;-;51.00;49.00;96 %;-;-;-;-;0.07;-;-;-;1.47;1.68;-0.21;-;-;39.00;-;-;9.00;2.00;-;6.00;1.00;2.00;-;2.00;-;1.00;1.00;-
Фёдор Смолов;Динамо Москва;222;67;Ф ЛЦ;-;-;-;-;-;2.00;1.00;2.00;-;-;-;-;2.00;4.00;2.00;0.19;22.00;73 %;3.00;67 %;-;-;5.00;80 %;-;-;-;-;2.00;100 %;2.00;100 %;5.00;-;-;-;-;5.00;8.00;13 %;4.00;0 %;4.00;25 %;1.00;0 %;2.00;0 %;1.00;0 %;3.00;0 %;1.00;1.00;1;1.00;1.00;-;41.00;26.00;63 %;50 %;2.00;-;-;0.47;0.05;-;0.00;1.18;1.6;0.12;-;-;16.00;2.00;-;4.00;-;-;2.00;2.00;1.00;-;1.00;-;-;-;-
Антон Заболотный;ЦСКА Москва;168;67;Ф Ц;-;-;-;-;-;-;-;1.00;-;-;-;-;-;2.00;-;0.20;21.00;67 %;-;-;-;-;3.00;67 %;-;-;-;-;1.00;0 %;1.00;0 %;10.00;1.00;2.00;1.00;1.00;2.00;10.00;20 %;4.00;0 %;6.00;33 %;4.00;25 %;-;-;-;-;1.00;0 %;2.00;2.00;1;1.00;1.00;-;41.00;22.00;54 %;0 %;1.00;1.00;-;-;0.10;-;0.00;1.47;1.68;-0.21;-;-;14.00;-;-;2.00;-;-;-;-;2.00;-;2.00;1.00;-;-;-
Сергей Бабкин;Крылья Советов;265;61;ЗП ПЦ;-;1.00;-;-;-;1.00;2.00;3.00;-;-;-;-;-;1.00;1.00;0.03;30.00;93 %;1.00;100 %;-;-;6.00;100 %;-;-;-;-;2.00;100 %;1.00;100 %;2.00;1.00;-;2.00;-;3.00;8.00;75 %;4.00;75 %;4.00;75 %;1.00;0 %;1.00;100 %;-;-;1.00;100 %;8.00;1.00;1;1.00;1.00;-;51.00;47.00;92 %;100 %;-;-;-;-;0.03;-;0.00;0.53;0.41;0.12;-;-;28.00;1.00;-;6.00;-;-;2.00;1.00;6.00;3.00;3.00;-;1.00;-;1.00
Бенхамин Антонио Гарре;Крылья Советов;230;61;АП ПЦ;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;-;-;36.00;89 %;-;-;1.00;100 %;9.00;78 %;-;-;-;-;6.00;83 %;4.00;50 %;9.00;2.00;1.00;4.00;2.00;8.00;25.00;32 %;9.00;22 %;16.00;38 %;1.00;0 %;11.00;45 %;5.00;40 %;3.00;0 %;2.00;5.00;1;1.00;1.00;-;77.00;55.00;71 %;-;-;-;-;0.10;-;-;-;0.53;0.41;0.12;-;-;32.00;-;1.00;7.00;-;-;5.00;2.00;8.00;2.00;6.00;-;5.00;2.00;-
Тимофей Маргасов;Сочи;185;61;ЗП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27.00;85 %;-;-;2.00;0 %;3.00;67 %;-;-;-;-;3.00;100 %;1.00;0 %;3.00;-;-;1.00;-;-;9.00;44 %;5.00;40 %;4.00;50 %;4.00;50 %;-;-;-;-;4.00;50 %;1.00;2.00;1;1.00;1.00;-;39.00;30.00;77 %;-;-;-;-;-;-;-;-;0.41;0.53;-0.12;-;-;23.00;-;-;2.00;-;-;3.00;-;4.00;2.00;2.00;2.00;-;-;2.00
Амар Рахманович;Крылья Советов;233;61;Ф Ц;1.00;-;1.00;1.00;100 %;-;1.00;-;-;-;-;-;-;2.00;1.00;0.14;17.00;76 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;1.00;100 %;10.00;2.00;-;1.00;-;1.00;20.00;35 %;5.00;60 %;15.00;27 %;2.00;0 %;5.00;40 %;3.00;33 %;3.00;67 %;-;2.00;1;1.00;1.00;-;42.00;24.00;57 %;50 %;-;1.00;-;0.03;0.07;0.14;7.14;0.53;0.41;0.12;-;-;13.00;-;-;2.00;-;-;-;1.00;7.00;3.00;4.00;-;2.00;1.00;2.00
Жуниор Хосе Коррейа;Пари Нижний Новгород;235;60;Ф ЛЦ;1.00;1.00;3.00;1.00;33 %;2.00;1.00;-;-;-;-;-;1.00;4.00;2.00;1.7;6.00;83 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;1.00;-;1.00;1.00;1.00;14.00;21 %;3.00;33 %;11.00;18 %;5.00;0 %;1.00;0 %;1.00;0 %;1.00;100 %;-;3.00;1;1.00;1.00;-;28.00;14.00;50 %;50 %;2.00;-;-;0.03;0.27;1.7;0.93;1.88;0.47;1.41;-;-;5.00;-;-;-;-;-;-;-;3.00;1.00;2.00;-;-;-;1.00
Игорь Дмитриев;Урал Екатеринбург;196;60;П Л;-;-;-;-;-;-;3.00;2.00;-;-;-;-;1.00;-;-;-;11.00;64 %;-;-;-;-;2.00;50 %;1.00;0 %;-;-;2.00;50 %;-;-;6.00;3.00;2.00;1.00;-;3.00;14.00;36 %;9.00;33 %;5.00;40 %;1.00;0 %;4.00;50 %;2.00;0 %;5.00;20 %;2.00;1.00;1;1.00;1.00;-;33.00;18.00;55 %;-;-;-;-;-;-;-;-;-;0.15;-0.15;-;-;7.00;-;-;1.00;-;-;1.00;-;5.00;3.00;2.00;-;2.00;-;1.00
Эдгар Севикян;Пари Нижний Новгород;259;60;Ф ПЦ;1.00;-;3.00;1.00;33 %;1.00;-;1.00;-;-;-;-;-;3.00;3.00;0.47;23.00;65 %;3.00;0 %;4.00;0 %;2.00;0 %;-;-;-;-;1.00;0 %;3.00;0 %;7.00;-;-;-;-;3.00;17.00;59 %;1.00;100 %;16.00;56 %;1.00;0 %;12.00;75 %;9.00;78 %;-;-;-;3.00;1;1.00;1.00;-;49.00;34.00;69 %;100 %;-;-;-;0.12;0.16;0.47;2.13;1.88;0.47;1.41;-;-;15.00;-;-;-;-;-;-;-;10.00;1.00;9.00;-;9.00;7.00;-
Сергей Пряхин;Балтика;236;59;П ЛЦ;-;-;1.00;-;0 %;-;1.00;2.00;-;-;-;-;-;2.00;1.00;0.32;24.00;67 %;-;-;-;-;5.00;20 %;2.00;0 %;-;-;2.00;50 %;-;-;11.00;2.00;2.00;1.00;-;4.00;18.00;22 %;7.00;0 %;11.00;36 %;1.00;0 %;3.00;67 %;-;-;3.00;0 %;7.00;6.00;1;1.00;1.00;-;64.00;39.00;61 %;50 %;1.00;-;-;0.04;0.16;-;0.00;0.51;1.95;-1.44;-;-;16.00;-;-;1.00;-;-;1.00;-;4.00;-;4.00;-;2.00;-;-
Ан. Миранчук;Локомотив Москва;211;57;АП Ц;-;-;1.00;-;0 %;-;2.00;-;-;-;1.00;-;-;2.00;-;0.11;38.00;68 %;-;-;2.00;0 %;11.00;55 %;-;-;-;-;5.00;80 %;10.00;50 %;8.00;1.00;-;-;-;3.00;11.00;18 %;7.00;14 %;4.00;25 %;6.00;33 %;1.00;0 %;1.00;0 %;2.00;0 %;2.00;1.00;1;1.00;1.00;-;57.00;34.00;60 %;0 %;2.00;-;-;0.25;0.06;-;0.00;0.71;0.93;-0.22;-;-;26.00;-;-;6.00;-;-;4.00;5.00;2.00;1.00;1.00;2.00;-;-;-
Владимир Обухов;Оренбург;167;56;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9.00;67 %;-;-;-;-;2.00;50 %;-;-;-;-;2.00;50 %;1.00;100 %;8.00;-;2.00;-;-;1.00;14.00;43 %;4.00;50 %;10.00;40 %;5.00;80 %;1.00;0 %;1.00;0 %;2.00;50 %;-;1.00;1;1.00;1.00;-;27.00;14.00;52 %;-;-;-;-;-;-;-;-;0.47;1.88;-1.41;-;-;6.00;-;-;1.00;-;-;1.00;1.00;6.00;2.00;4.00;4.00;-;-;1.00
Кирилл Маляров;Балтика;199;53;ЗП П;-;-;-;-;-;-;2.00;-;-;-;1.00;-;-;-;-;-;19.00;68 %;-;-;1.00;0 %;4.00;50 %;1.00;100 %;-;-;4.00;75 %;5.00;40 %;3.00;-;3.00;3.00;-;1.00;6.00;33 %;3.00;67 %;3.00;0 %;2.00;0 %;-;-;-;-;3.00;67 %;3.00;5.00;1;-;-;1.00;37.00;24.00;65 %;-;-;-;-;0.02;-;-;-;0.34;0.85;-0.51;-;-;13.00;-;-;2.00;1.00;-;3.00;2.00;2.00;2.00;-;-;-;-;2.00
Иван Миладинович;Сочи;181;53;З ПЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;1.00;-;0.02;43.00;86 %;-;-;1.00;100 %;9.00;100 %;-;-;-;-;6.00;83 %;2.00;100 %;2.00;1.00;-;3.00;1.00;3.00;7.00;86 %;4.00;75 %;3.00;100 %;-;-;1.00;100 %;-;-;1.00;100 %;5.00;1.00;1;1.00;1.00;-;60.00;52.00;87 %;0 %;-;1.00;-;-;0.02;-;0.00;0.41;0.53;-0.12;0.36;0.18;37.00;-;1.00;9.00;-;-;5.00;2.00;6.00;3.00;3.00;-;1.00;-;1.00
Кирилл Капленко;Оренбург;240;52;П ЛЦ;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;-;1.00;-;0.02;32.00;94 %;-;-;-;-;5.00;80 %;2.00;100 %;-;-;3.00;67 %;2.00;50 %;1.00;-;-;2.00;-;1.00;13.00;77 %;7.00;71 %;6.00;83 %;-;-;3.00;67 %;2.00;50 %;4.00;75 %;2.00;4.00;1;-;-;1.00;53.00;47.00;89 %;0 %;-;-;1.00;-;0.02;-;0.00;0.82;0.68;0.14;-;-;30.00;-;-;4.00;2.00;-;2.00;1.00;10.00;5.00;5.00;-;2.00;1.00;3.00
Юрий Ковалёв;Оренбург;211;52;АП П;-;-;-;-;-;2.00;1.00;2.00;-;-;1.00;-;-;-;-;-;10.00;80 %;2.00;50 %;2.00;0 %;2.00;100 %;-;-;-;-;-;-;4.00;75 %;6.00;1.00;1.00;-;-;2.00;10.00;30 %;3.00;0 %;7.00;43 %;3.00;0 %;3.00;100 %;2.00;100 %;2.00;0 %;-;1.00;1;-;-;1.00;24.00;14.00;58 %;-;-;-;-;0.34;-;-;-;0.82;0.68;0.14;-;-;8.00;1.00;-;2.00;-;-;-;3.00;3.00;-;3.00;-;3.00;2.00;-
Мигель Силвейра Дос Сантос;Сочи;252;52;АП ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;2.00;1.00;0.12;27.00;81 %;-;-;-;-;6.00;50 %;2.00;50 %;-;-;4.00;50 %;1.00;100 %;8.00;1.00;-;2.00;1.00;4.00;15.00;60 %;4.00;75 %;11.00;55 %;1.00;0 %;7.00;71 %;5.00;60 %;1.00;100 %;2.00;1.00;1;-;-;1.00;51.00;39.00;76 %;50 %;1.00;-;-;0.30;0.06;-;0.00;0.69;0.14;0.55;-;-;22.00;-;-;3.00;1.00;-;2.00;1.00;9.00;3.00;6.00;-;5.00;3.00;1.00
Владислав Малькевич;Урал Екатеринбург;214;51;П Л;-;-;2.00;-;0 %;-;-;1.00;-;-;-;-;-;2.00;1.00;0.33;18.00;72 %;-;-;1.00;0 %;2.00;100 %;1.00;100 %;-;-;1.00;100 %;2.00;0 %;3.00;-;-;-;-;-;6.00;83 %;3.00;67 %;3.00;100 %;2.00;100 %;1.00;100 %;1.00;100 %;1.00;0 %;1.00;1.00;1;-;-;1.00;28.00;21.00;75 %;50 %;1.00;-;-;-;0.17;-;0.00;1.23;0.57;0.66;-;-;13.00;-;-;2.00;1.00;-;1.00;-;5.00;2.00;3.00;2.00;1.00;1.00;-
